country_code,year,oecd_eps,annual_transport_trends,electoral_democracy_index,total_population,transport_trend_per_person,gdp_per_capita,urbanization_rate,environmental_awareness,corruption_perception_index,industry_composition,IV
BEL,2011,2.5333333015442,109970000000,0.898,11038632.0,9.962285181714545,47.410566927746395,97.698,2.106807697096645,7.5,20.7778964,488.0
BEL,2012,2.4666666984558,110141000000,0.898,11107518.0,9.915896602643363,44.6705606845101,97.744,2.06487935656836,7.5,20.07524056,489.0
CZE,1995,0.72916662693024,54510000000,0.898,10312042.0,5.286052946642381,5.82412129119574,74.643,,5.2,35.38550879,295.0
CZE,1996,0.72916662693024,56140000000,0.897,10296128.0,5.452535166617975,6.5328370547019805,74.513,,5.2,36.14515199,310.0
CZE,1997,0.6875,56730000000,0.897,10280051.0,5.518455112722689,6.03448843731935,74.382,,5.2,35.69966677,329.0
CZE,1998,0.6875,59780000000,0.888,10265426.0,5.823431000330625,6.4897036188033,74.251,,4.8,34.78928177,339.0
CZE,1999,0.6875,62400000000,0.88,10251378.0,6.086986549515587,6.33741912037126,74.12,,4.6,33.77118247,335.0
CZE,2000,0.83333337306976,63940000000,0.88,10236804.0,6.246090088273645,6.02903819275358,73.988,,4.3,33.49120748,336.0
CZE,2001,0.83333337306976,63470000000,0.88,10231936.0,6.203127150130729,6.63704165713981,73.877,,3.9,33.90920025,346.0
CZE,2002,1.5833333730698,65290000000,0.888,10239468.0,6.376307831617814,8.06086870292424,73.809,2.03663110375028,3.7,33.2092894,358.0
CZE,2003,1.5833333730698,67360000000,0.895,10248912.0,6.572404953813634,9.81856849307488,73.74,2.20572235325651,9.5,32.34225338,364.0
CZE,2004,1.625,67570000000,0.897,10261450.0,6.584839374552329,11.7498526643577,73.671,2.37481360276274,4.2,33.57974959,374.0
CZE,2005,2.0458333492279,68640000000,0.897,10280152.0,6.676944076313269,13.4306698955613,73.602,2.36642993496328,4.3,33.61719819,387.0
CZE,2006,2.8791666030884,69630000000,0.901,10304588.0,6.757184275586758,15.2617975911138,73.533,2.35804626716382,4.8,34.33321599,401.0
CZE,2007,2.5458333492279,71540000000,0.902,10337543.0,6.920406522130065,18.4665479299216,73.463,2.34966259936436,5.2,34.18273662,414.0
CZE,2008,2.7208333015442,72380000000,0.902,10378292.0,6.974172628790941,22.8045776774507,73.394,2.3412789315649,5.2,33.65763346,424.0
CZE,2009,2.8916666507721,72290000000,0.895,10420984.0,6.936964877788893,19.861697429525602,73.324,2.34553389037812,4.9,32.98769447,424.0
CZE,2010,2.8916666507721,63570000000,0.888,10464036.0,6.075093778347092,19.9600684872157,73.255,2.34978884919134,4.6,33.17075187,429.0
CZE,2011,2.3666667938232,65490000000,0.897,10495511.0,6.239810524709088,21.8712660754128,73.185,2.38444058987068,4.4,33.65057382,436.0
CZE,2012,2.3833332061768,64260000000,0.897,10507335.0,6.115727727344756,19.8708012123403,73.197,2.41909233055002,4.9,32.9223275,448.0
DNK,1995,1.9791667461395,54008000000,0.908,5233360.0,10.319947414280692,35.3513654606819,84.979,,9.32,22.09256155,307.0
DNK,1996,1.9791667461395,54827000000,0.908,5263068.0,10.417307927619404,35.6507140860994,85.006,,9.32,22.28817331,318.0
DNK,1997,1.9791667461395,55782000000,0.908,5285035.0,10.554707773931488,32.835939939883296,85.033,,9.94,22.45273084,328.0
DNK,1998,2.5625,56399000000,0.907,5304262.0,10.632770402367003,33.368142415092,85.06,,10.0,22.32601845,336.0
DNK,1999,2.3958334922791,57613000000,0.906,5321810.0,10.825828054740773,33.4407948054204,85.086,,10.0,22.63833091,341.0
DNK,2000,2.6041665077209,56776000000,0.906,5339658.0,10.63289072071657,30.7435476816354,85.1,,9.8,23.65270962,345.0
DNK,2001,2.7374999523163,56059000000,0.907,5358828.0,10.461056036879706,30.751654348267998,85.15,,9.5,22.8907148,345.0
DNK,2002,2.1124999523163,56181000000,0.909,5375959.0,10.450414521390508,33.2286935448819,85.25,2.1805838424983,9.5,22.65573623,348.0
DNK,2003,2.0916666984558,56749000000,0.909,5390620.0,10.527360489145961,40.4587773986609,85.36,2.162552195221755,3.3,22.16299378,350.0
DNK,2004,2.5916666984558,58152000000,0.909,5404598.0,10.759727180448943,46.511598332430495,85.566,2.14452054794521,9.5,22.1296309,350.0
DNK,2005,3.1291666030884,58348000000,0.919,5419554.0,10.766199580260663,48.7998256011275,85.856,2.08319670596167,9.5,22.23953194,353.0
DNK,2006,3.1624999046326,59137000000,0.921,5437420.0,10.87593012862718,52.0269995142723,86.098,2.02187286397813,9.5,22.81959381,361.0
DNK,2007,2.8291666507721,60958000000,0.92,5461607.0,11.161183878664284,58.4870549677696,86.293,2.057396608980215,9.4,22.16667353,369.0
DNK,2008,2.9625000953674,61009000000,0.919,5493764.0,11.105136660402595,64.3220635020842,86.487,2.0929203539823,9.3,22.59393456,375.0
DNK,2009,4.0749998092651,60455000000,0.919,5523173.0,10.945700958488898,58.1632768762815,86.654,2.0985701514157,9.3,19.95019791,379.0
DNK,2010,4.0250000953674,59759000000,0.919,5547862.0,10.771536855098415,58.041398436338504,86.795,2.1042199488491,9.3,19.70492415,381.0
DNK,2011,3.9833333492279,59759000000,0.919,5570849.0,10.727090251414102,61.753647131977,86.957,2.1162283468043297,9.4,20.25469861,394.0
DNK,2012,3.8499999046326,60190000000,0.922,5591916.0,10.763752531332731,58.507508051785194,87.142,2.12823674475956,9.0,20.39791732,399.0
FIN,1995,1.2708333730698,50000000000,0.873,5107922.0,9.788716429107572,26.2715998141691,80.963,,9.12,29.49091315,372.0
FIN,1996,1.5208333730698,50400000000,0.873,5124717.0,9.834689408215127,25.7834504878611,81.223,,9.12,28.84025744,379.0
FIN,1997,1.7708333730698,51900000000,0.873,5139925.0,10.097423600538917,24.691872813369798,81.466,,9.48,29.02704703,378.0
FIN,1998,1.5208333730698,53300000000,0.873,5153548.0,10.34238935971878,26.009269488618198,81.707,,9.6,30.52940884,392.0
FIN,1999,1.5208333730698,54900000000,0.875,5165516.0,10.628173448693218,26.1861900105755,81.946,,9.8,30.43587885,403.0
FIN,2000,1.6041666269302,55700000000,0.875,5176202.0,10.760785610762484,24.3459148217032,82.183,,10.0,31.58997963,412.0
FIN,2001,1.3541666269302,57000000000,0.875,5187971.0,10.98695424473267,24.9677925153182,82.368,,9.9,30.94628979,416.0
FIN,2002,1.9791666269302,58300000000,0.875,5200546.0,11.210361373594235,26.9977529897788,82.503,2.01188455008489,9.7,30.10990935,422.0
FIN,2003,2.4791667461395,59590000000,0.875,5212955.0,11.431136466744869,32.9276802919408,82.638,2.052173134877545,9.7,29.5290249,436.0
FIN,2004,2.4791667461395,60940000000,0.875,5228148.0,11.656135212698645,37.7721781110398,82.772,2.0924617196702,9.7,29.37300797,448.0
FIN,2005,2.4416666030884,61910000000,0.875,5246082.0,11.801188010404717,39.0548504423825,82.905,2.07042928693734,9.6,29.25185352,462.0
FIN,2006,3.1500000953674,62455000000,0.884,5266246.0,11.859491561920958,41.2226020004611,83.037,2.04839685420448,9.6,30.24112622,475.0
FIN,2007,2.8166666030884,63785000000,0.884,5288710.0,12.06059700758786,48.4763927287052,83.168,2.04809548592577,9.4,30.67000941,485.0
FIN,2008,3.0833332538605,63400000000,0.884,5313377.0,11.932147860014451,53.772794239001904,83.299,2.04779411764706,9.0,29.56322549,507.0
FIN,2009,3.2541666030884,64330000000,0.884,5338856.0,12.04939784852785,47.481484536433896,83.429,2.076353092783505,8.9,25.66039605,519.0
FIN,2010,3.2125000953674,64745000000,0.884,5363350.0,12.071746203398996,46.5053031791811,83.77,2.10491206791995,9.2,26.15829449,535.0
FIN,2011,3.4791667461395,65490000000,0.885,5388241.0,12.154244771160013,51.1489316365833,84.313,2.043457418362375,9.4,25.03106092,551.0
FIN,2012,3.4291667938232,65270000000,0.885,5413972.0,12.055843657854158,47.7080612784469,84.841,1.9820027688048,9.0,23.37878102,560.0
FRA,1995,0.8125,646887000000,0.875,58192203.0,11.116386159156063,26.8894250554833,74.912,,7.0,22.30977786,422.0
FRA,1996,1.2291667461395,649640000000,0.881,58380641.0,11.127661308138086,26.8702852380937,75.082,,7.0,21.67518722,427.0
FRA,1997,1.1458332538605,660331000000,0.878,58568660.0,11.274476827709563,24.2268846867539,75.25,,6.66,21.52730131,435.0
FRA,1998,1.2291667461395,680717000000,0.876,58778816.0,11.58099203631458,24.971574488563203,75.417,,6.7,21.44484487,446.0
FRA,1999,1.3125,698153000000,0.876,59084210.0,11.816236520721864,24.6783910613218,75.614,,6.6,21.2017282,454.0
FRA,2000,1.3958332538605,697553000000,0.876,59483717.0,11.726789030349265,22.416425417915,75.871,,6.7,21.29393981,460.0
FRA,2001,1.5625,722896000000,0.876,59905128.0,12.067347556623199,22.4493396931175,76.127,,6.7,20.93836952,467.0
FRA,2002,1.5625,728658000000,0.878,60327248.0,12.07842267228898,24.288270019350797,76.38,2.17689239965077,6.3,20.64945281,471.0
FRA,2003,1.5625,730109000000,0.879,60741126.0,12.02001095600368,29.627924263529998,76.632,2.159224487590775,6.9,20.1918112,475.0
FRA,2004,2.125,727399000000,0.879,61175246.0,11.890413975613601,33.7971624418436,76.883,2.14155657553078,7.1,19.95758263,476.0
FRA,2005,2.7125000953674,717234000000,0.879,61625032.0,11.638679554762746,34.7681759037525,77.13,2.12918504732168,7.5,19.60960527,476.0
FRA,2006,3.2791666984558,713482000000,0.879,62049838.0,11.498531229042047,36.4702128399313,77.377,2.11681351911258,7.4,19.28408447,478.0
FRA,2007,2.8624999523163,718095000000,0.882,62432439.0,11.501953335508805,41.5576235648179,77.621,2.18177858430733,7.3,19.13673919,480.0
FRA,2008,2.8958334922791,703049000000,0.889,62780190.0,11.198580316497928,45.5159617533473,77.868,2.24674364950208,6.9,18.81383069,483.0
FRA,2009,3.6916666030884,704048000000,0.889,63106463.0,11.156511814011823,41.7377635518137,78.117,2.2976471734376354,6.9,18.30484264,486.0
FRA,2010,3.1500000953674,709789000000,0.889,63417363.0,11.192344910336308,40.676064791318105,78.369,2.34855069737319,6.8,17.84573563,538.0
FRA,2011,3.7000000476837,709827000000,0.89,63733777.0,11.137375398291553,43.8464660764798,78.622,2.30389053707926,7.0,17.97816621,540.0
FRA,2012,3.5666666030884,800788000000,0.893,64058466.0,12.500892544008156,40.8708523645734,78.878,2.25923037678533,7.1,17.86855062,542.0
DEU,1995,1.8125,815300000000,0.896,82019890.0,9.94027180480247,31.6583493789135,73.922,,8.14,29.76807892,494.0
DEU,1996,1.8541667461395,816100000000,0.896,82263189.0,9.9205976563831,30.4858665482279,74.133,,8.14,28.85592647,500.0
DEU,1997,1.9375,817100000000,0.896,82389638.0,9.917509286786768,26.9640494672673,74.342,,8.23,28.57813018,504.0
DEU,1998,1.9791667461395,828100000000,0.897,82011939.0,10.09731034404637,27.2890593603191,74.551,,7.9,28.38449777,508.0
DEU,1999,1.9791667461395,848400000000,0.897,81678287.0,10.387093451164077,26.7349425369252,74.758,,8.0,27.65440791,515.0
DEU,2000,2.0625,831300000000,0.897,81797258.0,10.162932356485593,23.694760483067302,74.965,,7.6,27.71237832,532.0
DEU,2001,2.0625,852600000000,0.897,81933884.0,10.405951217935671,23.6283272122367,75.17,,7.4,27.0691909,538.0
DEU,2002,2.5416667461395,863000000000,0.897,82068326.0,10.515628160857087,25.1972656001848,75.374,2.18602561631037,7.3,26.37872364,541.0
DEU,2003,2.5416667461395,857700000000,0.897,82111616.0,10.445537937044133,30.310357596377397,75.577,2.222038899849425,7.7,26.18678134,546.0
DEU,2004,2.6666665077209,868700000000,0.897,82092708.0,10.581938654039773,34.1066581224001,75.779,2.25805218338848,8.2,26.40484946,550.0
DEU,2005,3.0458333492279,856900000000,0.897,82046731.0,10.444048038915772,34.520239649249596,75.98,2.23380789427309,8.2,26.35329129,559.0
DEU,2006,3.0041666030884,863300000000,0.907,81701971.0,10.5664525522891,36.3538803343631,76.179,2.2095636051577,8.0,26.97439918,566.0
DEU,2007,2.6708333492279,866500000000,0.907,81298542.0,10.658247721096892,41.6400808695147,76.378,2.18109479672975,7.8,27.23650257,501.0
DEU,2008,2.6375000476837,871300000000,0.907,81110777.0,10.742099043139484,45.6127106221441,76.575,2.1526259883018,7.9,26.84868191,504.0
DEU,2009,3.0583333969116,881100000000,0.902,80935283.0,10.886475803142618,41.650367829716195,76.771,2.110891029462125,8.0,24.73580485,510.0
DEU,2010,3.0166666507721,884800000000,0.9,80830924.0,10.946305649060749,41.572455948150704,76.966,2.06915607062245,7.9,26.84889253,527.0
DEU,2011,3.1416666507721,894400000000,0.904,80857874.0,11.061384077449278,46.705895796335305,77.16,2.061208879407575,8.0,27.06897192,534.0
DEU,2012,2.9249999523163,896300000000,0.903,80916390.0,11.076865885885418,43.855854465861796,77.17,2.0532616881927,7.9,27.28398614,539.0
HUN,1995,0.52083331346512,45400000000,0.847,10322788.0,4.398036654438704,4.49470762405948,65.209,,4.12,25.80554077,218.0
HUN,1996,0.52083331346512,45600000000,0.847,10302235.0,4.426224018380478,4.52503910312241,65.083,,4.12,25.41211026,220.0
HUN,1997,0.52083331346512,46100000000,0.847,10278602.0,4.485045728981431,4.59618262235195,64.956,,5.18,27.7903144,224.0
HUN,1998,0.5625,46150000000,0.847,10251716.0,4.501685376379916,4.744212264296389,64.829,,5.0,28.09543363,216.0
HUN,1999,0.52083331346512,46170000000,0.848,10219796.0,4.517702701697764,4.7934785220376295,64.702,,5.2,27.51775159,221.0
HUN,2000,0.85416668653488,46180000000,0.848,10190600.0,4.5316271858379285,4.6242816567029505,64.575,,5.2,27.048551,232.0
HUN,2001,1.6875,46180000000,0.848,10166690.0,4.5422846570516064,5.276033189054959,64.67,,5.3,27.13782982,244.0
HUN,2002,1.9791666269302,46300000000,0.849,10138466.0,4.566765820391369,6.65533300865319,65.081,1.82507645259939,4.9,26.80702534,259.0
HUN,2003,2.125,47517000000,0.849,10108963.0,4.700482136496097,8.41943087098103,65.489,1.7401992247071152,4.8,26.3890439,274.0
HUN,2004,2.3333332538605,49121000000,0.849,10085791.0,4.870317062885796,10.3017033946743,65.896,1.65532199681484,4.8,26.85061183,280.0
HUN,2005,2.6291666030884,49403000000,0.849,10065706.0,4.908051159054318,11.223399303259798,66.365,1.717294520212705,5.0,27.1817758,287.0
HUN,2006,2.5875000953674,52315000000,0.835,10049943.0,5.205502160559518,11.4895608654088,66.895,1.77926704361057,5.2,27.19185371,319.0
HUN,2007,2.2958333492279,53946000000,0.855,10034082.0,5.37627657417988,13.9409092761999,67.421,1.8039442576789049,5.3,26.70197046,325.0
HUN,2008,2.5541667938232,54005000000,0.855,10016657.0,5.391519346224992,15.772330083938298,67.943,1.82862147174724,5.1,25.76106945,305.0
HUN,2009,2.6583333015442,54396000000,0.855,10001378.0,5.438850526397462,13.077305465178,68.46,1.7824292431938948,5.1,25.08934882,301.0
HUN,2010,2.7666666507721,52595000000,0.808,9979128.0,5.270500588829004,13.2175045951108,68.911,1.73623701464055,4.7,25.19990382,299.0
HUN,2011,2.6833333969116,52251000000,0.783,9946676.0,5.253111692790637,14.234471576936999,69.358,1.791088666325265,4.6,25.10410432,299.0
HUN,2012,2.6333332061768,51793000000,0.773,9916623.0,5.222846527492272,12.984836573013299,69.678,1.84594031800998,5.5,25.01819953,301.0
NOR,1995,1.0208333730698,43659000000,0.88,4358992.0,10.015847700569307,34.8757043347536,73.787,,8.61,28.79307015,386.0
NOR,1996,1.0208333730698,45217000000,0.88,4381134.0,10.320843872842053,37.3219741993473,74.062,,8.61,30.96877513,378.0
NOR,1997,1.0625,46078000000,0.88,4404986.0,10.460419170458202,36.6290309036621,74.476,,8.92,31.47300541,398.0
NOR,1998,1.0625,47294000000,0.881,4431313.0,10.67268324309296,34.8034634058738,75.027,,9.0,27.63149414,402.0
NOR,1999,1.0208333730698,48233000000,0.881,4461787.0,10.810242622518736,36.393292747108795,75.569,,8.9,29.60828702,405.0
NOR,2000,1.1458333730698,49055000000,0.889,4490867.0,10.923280515766777,38.1782368777076,76.02,,9.1,36.79982931,411.0
NOR,2001,1.1041666269302,50226000000,0.889,4513657.0,11.127562417791161,38.601897639231,76.378,,8.6,35.56961476,415.5
NOR,2002,1.6666666269302,51478000000,0.891,4538014.0,11.343728776508842,43.170557174499,76.733,2.49618264564345,8.5,33.61632074,420.0
NOR,2003,1.4166666269302,52127000000,0.891,4564669.0,11.419667012000213,50.2503298214345,77.084,2.498250052980455,8.8,33.81378552,424.5
NOR,2004,1.4166666269302,52606000000,0.891,4591742.0,11.456654141282328,57.768698095846204,77.399,2.50031746031746,8.9,35.42608646,429.0
NOR,2005,1.8791666030884,52400000000,0.892,4623124.0,11.334327177899619,67.0471704558264,77.675,2.482543991955755,8.9,38.38041058,437.0
NOR,2006,2.1291666030884,53302000000,0.895,4660494.0,11.43698500631049,74.43449968356711,77.95,2.46477052359405,8.8,40.05629989,445.0
NOR,2007,2.0458333492279,54866000000,0.895,4709010.0,11.651281267187795,85.5022677087731,78.234,2.492083537659095,8.7,37.61926027,455.0
NOR,2008,2.3375000953674,55956000000,0.895,4768101.0,11.735489663494963,97.5035407803783,78.526,2.51939655172414,7.9,40.81159056,458.0
NOR,2009,3.1916666030884,56536000000,0.897,4828623.0,11.708514000782417,80.3475700665184,78.815,2.5121361714266452,8.6,34.86907471,462.0
NOR,2010,3.1916666030884,57087000000,0.899,4889162.0,11.676234086741246,88.1632085931423,79.102,2.50487579112915,8.6,35.30948421,469.0
NOR,2011,3.1916666030884,58029000000,0.897,4952968.0,11.716005433509766,101.221813476644,79.455,2.49840062848383,9.0,37.62458055,477.0
NOR,2012,3.2583332061768,58701000000,0.897,5018458.0,11.697019283612615,102.17591929837401,79.874,2.49192546583851,8.5,37.47657624,484.0
POL,1995,0.875,110700000000,0.886,38364667.0,2.8854675058172665,3.68684514580278,61.493,,5.08,33.48171333,195.0
POL,1996,0.875,121600000000,0.88,38359170.0,3.170037307897955,4.14746550145483,61.538,,5.08,32.15280495,208.0
POL,1997,0.875,132000000000,0.87,38348310.0,3.4421334343025807,4.12314567666725,61.583,,5.08,31.41152967,221.0
POL,1998,0.91666662693024,141100000000,0.875,38326437.0,3.6815318888108486,4.51810822630174,61.627,,4.6,31.17839971,230.0
POL,1999,0.91666662693024,143000000000,0.875,38287712.0,3.7348797441852883,4.3980721742673206,61.672,,4.2,30.21274072,243.0
POL,2000,0.91666662693024,130128000000,0.876,38258071.0,3.401321514615831,4.50147996121234,61.716,,4.1,28.79317232,261.0
POL,2001,1.1875,132335000000,0.88,38247356.0,3.459977730225326,4.991244357995109,61.761,,4.1,27.38667363,275.0
POL,2002,1.1875,135828000000,0.881,38229408.0,3.55297157622739,5.207129304207,61.787,2.07942570644098,4.0,26.63990032,289.0
POL,2003,1.1875,141297000000,0.881,38203524.0,3.6985331510255444,5.701638863019141,61.676,2.0482524533016297,3.6,27.45741024,294.0
POL,2004,1.2708332538605,146827000000,0.881,38167572.0,3.8469043825999725,6.68130975087388,61.564,2.01707920016228,3.5,28.76546875,314.0
POL,2005,2.1291666030884,152276000000,0.882,38124379.0,3.99418964962026,8.02154789037388,61.452,2.048645448088375,3.4,28.63729519,323.0
POL,2006,2.2625000476837,156635000000,0.88,38071167.0,4.114268417356368,9.03553275810927,61.341,2.08021169601447,3.7,28.76295899,351.0
POL,2007,2.0791666507721,162280000000,0.875,38020421.0,4.268232590059958,11.2543140875349,61.229,2.10484693644969,4.2,28.66700687,383.0
POL,2008,2.2625000476837,172620000000,0.889,37995902.0,4.543121518736415,13.9957811598115,61.116,2.12948217688491,4.6,28.66508345,422.0
POL,2009,2.9583334922791,182758000000,0.889,38002155.0,4.809148323299034,11.5259007370991,61.004,2.105149355695895,5.0,29.50820867,434.0
POL,2010,2.9583334922791,188810000000,0.889,38095351.0,4.956247810920551,12.504250185609301,60.892,2.08081653450688,5.3,29.67516007,453.0
POL,2011,2.9583334922791,189103000000,0.891,38208643.0,4.949220520603152,13.776388362432701,60.78,1.99877017813761,5.5,30.46327948,476.0
POL,2012,2.5750000476837,189324000000,0.892,38247868.0,4.949922960411806,13.010755586842501,60.654,1.91672382176834,5.8,30.29244038,492.0
SVK,1995,0.66666662693024,17977000000,0.706,5354282.0,3.357499661018975,4.81912555470987,56.537,,3.9,27.74001361,189.0
SVK,1996,0.66666662693024,17993000000,0.706,5362428.0,3.3553830466348455,5.19694037965932,56.476,,3.9,28.59691259,197.0
SVK,1997,0.66666662693024,18568000000,0.706,5369779.0,3.4578704263248077,5.14667107827084,56.416,,3.9,27.0937681,211.0
SVK,1998,0.66666662693024,19302000000,0.768,5374796.0,3.5912060662395375,5.53861646477184,56.355,,3.9,27.97281159,222.0
SVK,1999,0.66666662693024,21541000000,0.843,5378104.0,4.0053148842045445,5.6455813958423295,56.294,,3.7,28.36653647,229.0
SVK,2000,0.9375,23929000000,0.848,5379999.0,4.4477703434517375,5.426624281193059,56.233,,3.5,29.41685446,237.0
SVK,2001,1.0625,24056000000,0.848,5379437.0,4.471843428968496,5.7221681828083,56.163,,3.7,29.84645544,240.0
SVK,2002,1.1041666269302,24978000000,0.848,5377688.0,4.64474696189143,6.5646963137366505,56.013,,3.7,29.24033271,247.0
SVK,2003,1.1041666269302,25224000000,0.847,5376196.0,4.691793230752748,8.73193736824381,55.863,,3.7,30.58215652,252.0
SVK,2004,1.1041666269302,24332000000,0.847,5376038.0,4.526009674782805,10.6914465495259,55.713,2.33401779603012,4.0,32.0426493,223.0
SVK,2005,1.7750000953674,25824000000,0.846,5376695.0,4.80295051142012,11.690113468940702,55.563,2.322340310118805,4.3,31.92698426,243.0
SVK,2006,1.7750000953674,25920000000,0.823,5376846.0,4.820669961535071,13.1707849804675,55.412,2.31066282420749,4.7,34.28624276,248.0
SVK,2007,1.3999999761581,25994000000,0.833,5376999.0,4.83429511517484,16.1060604446695,55.261,2.2462147964440202,4.9,33.5447191,267.0
SVK,2008,1.5333333015442,26395000000,0.841,5379120.0,4.90693645057184,18.7535849413816,55.111,2.18176676868055,5.0,33.05655413,287.0
SVK,2009,2.3875000476837,26420000000,0.84,5385072.0,4.906155386594645,16.5972084581361,54.96,2.188805064008715,4.5,29.43670212,295.0
SVK,2010,2.3041667938232,26879000000,0.854,5391851.0,4.985115501151646,16.908847956487598,54.685,2.19584335933688,4.3,30.61908271,310.0
SVK,2011,3.0541667938232,26887000000,0.857,5398108.0,4.9808192055438685,18.5097402157541,54.42,2.1437088706698546,4.0,30.48420715,324.0
SVK,2012,2.9874999523163,26935000000,0.852,5404871.0,4.9834676905332245,17.4983539002594,54.28,2.09157438200283,4.6,30.82072912,337.0
ESP,1995,1.4375,211541000000,0.89,40052738.0,5.281561525207091,15.471962716535,75.856,,4.35,28.33443338,357.0
ESP,1996,1.5625,219150000000,0.891,40237372.0,5.446429254872808,16.1090843985284,75.938,,4.35,28.07914097,371.75
ESP,1997,1.5625,227827000000,0.891,40423826.0,5.635958357825902,14.7307971752046,76.019,,5.9,28.06469877,386.5
ESP,1998,1.7291667461395,277969000000,0.891,40617440.0,6.843587385123238,15.394351462824899,76.1,,6.1,27.8474729,401.25
ESP,1999,2.0625,295187000000,0.891,40812856.0,7.232696481716447,15.7206405016061,76.181,,6.6,27.89501161,416.0
ESP,2000,2.1458334922791,279985000000,0.891,41019774.0,6.825610497025166,14.7496874248766,76.262,,7.0,27.96923984,429.0
ESP,2001,2.1875,284808000000,0.891,41245599.0,6.90517308283,15.3690011599444,76.343,,7.0,27.95534335,442.0
ESP,2002,2.1875,312523000000,0.891,41755704.0,7.484558277355353,17.106686576658003,76.533,2.07286132796355,7.1,27.74577348,448.0
ESP,2003,2.1875,321928000000,0.876,42506543.0,7.573610490977824,21.5108362454011,76.778,2.13282425853244,6.9,27.42120444,439.0
ESP,2004,2.75,330192000000,0.874,43234566.0,7.637222494612297,24.9070008505856,77.022,2.19278718910133,7.1,26.99395069,451.0
ESP,2005,2.9625000953674,337797000000,0.876,43958885.0,7.6843850793758754,26.429150944931898,77.263,2.02913117117752,7.0,27.16893278,460.5
ESP,2006,2.9625000953674,340937000000,0.877,44695448.0,7.628002744261563,28.389078579987302,77.502,1.86547515325371,6.8,26.93253691,470.0
ESP,2007,2.7541666030884,343293000000,0.876,45516507.0,7.5421648677918105,32.5913503065871,77.74,1.9151313261846,6.7,26.30364868,476.0
ESP,2008,2.7041666507721,342611000000,0.885,46235054.0,7.410200061624239,35.5107222312701,77.976,1.96478749911549,6.5,26.29042099,479.0
ESP,2009,3.0,350401000000,0.887,46635180.0,7.513662432524115,32.1695028548583,78.21,1.9496313604649051,6.1,24.89967952,473.0
ESP,2010,2.7249999046326,341629000000,0.891,46840472.0,7.293457674807376,30.5324805081656,78.442,1.93447522181432,6.1,23.15977586,475.0
ESP,2011,2.8499999046326,334021000000,0.893,46998043.0,7.107125715851615,31.6779003083652,78.673,1.910811799537475,6.2,22.08114025,476.0
ESP,2012,2.2166666984558,321045000000,0.891,47018323.0,6.828082745528802,28.3229465923276,78.902,1.88714837726063,6.5,21.03454162,476.0
SWE,1995,1.0416666269302,96700000000,0.914,8826302.0,10.955890700318209,30.2829639200066,83.824,,8.87,26.92082382,411.0
SWE,1996,1.0416666269302,97100000000,0.914,8840328.0,10.983755353873748,32.9989681608432,83.914,,8.87,26.22117587,413.0
SWE,1997,1.0416666269302,97300000000,0.914,8845524.0,10.999913628632967,30.312487599310302,83.942,,9.35,26.3133472,418.0
